chr	start	end	ATAC	CTCF	REST	EP300
chr18	11200	11400	U	U	U	U
chr18	11800	12000	U	U	U	U
chr18	12000	12200	U	U	U	U
chr18	12200	12400	U	U	U	U
chr18	12400	12600	U	U	U	U
chr18	12600	12800	U	U	U	U
chr18	12800	13000	U	U	U	U
chr18	13000	13200	U	U	U	U
chr18	13200	13400	U	U	U	U
chr18	13400	13600	U	U	U	U
chr18	13600	13800	U	U	U	U
chr18	13800	14000	U	U	U	U
chr18	14000	14200	U	U	U	U
chr18	14200	14400	U	U	U	U
chr18	14400	14600	U	U	U	U
chr18	14600	14800	U	U	U	U
chr18	14800	15000	U	U	U	U
chr18	16200	16400	U	U	U	U
chr18	16400	16600	U	U	U	U
chr18	16600	16800	U	U	U	U
chr18	16800	17000	U	U	U	U
chr18	17000	17200	U	U	U	U
chr18	17200	17400	U	U	U	U
chr18	17400	17600	U	U	U	U
chr18	25000	25200	U	U	U	U
chr18	25200	25400	U	U	U	U
chr18	25400	25600	U	U	U	U
chr18	25600	25800	U	U	U	U
chr18	25800	26000	U	U	U	U
chr18	27000	27200	U	U	U	U
chr18	27200	27400	U	U	U	U
chr18	27400	27600	U	U	U	U
chr18	32400	32600	U	U	U	U
chr18	32600	32800	U	U	U	U
chr18	32800	33000	U	U	U	U
chr18	33000	33200	U	U	U	U
chr18	33200	33400	U	U	U	U
chr18	43400	43600	U	U	U	U
chr18	43600	43800	U	U	U	U
chr18	43800	44000	U	U	U	U
chr18	44000	44200	U	U	U	U
chr18	44200	44400	U	U	U	U
chr18	44400	44600	U	U	U	U
chr18	44600	44800	U	U	U	U
chr18	45200	45400	U	U	U	U
chr18	45400	45600	U	U	U	U
chr18	45600	45800	U	U	U	U
chr18	46000	46200	U	U	U	U
chr18	46200	46400	U	U	U	U
chr18	46400	46600	U	U	U	U
chr18	46600	46800	U	U	U	U
chr18	46800	47000	U	U	U	U
chr18	47000	47200	U	U	U	U
chr18	47600	47800	U	U	U	U
chr18	47800	48000	U	U	U	U
chr18	48000	48200	U	U	U	U
chr18	48200	48400	U	U	U	U
chr18	48400	48600	U	U	U	U
chr18	48600	48800	U	U	U	U
chr18	48800	49000	U	U	U	U
chr18	49000	49200	U	U	U	U
chr18	49400	49600	U	U	U	U
chr18	53000	53200	U	U	U	U
chr18	53200	53400	U	U	U	U
chr18	53800	54000	U	U	U	U
chr18	68800	69000	U	U	U	U
chr18	69000	69200	U	U	U	U
chr18	73200	73400	B	U	U	U
chr18	75600	75800	B	U	U	U
chr18	75800	76000	B	U	U	U
chr18	79800	80000	U	U	U	U
chr18	80000	80200	U	U	U	U
chr18	80200	80400	U	U	U	U
chr18	80400	80600	U	U	U	U
chr18	80600	80800	U	U	U	U
chr18	81600	81800	U	U	U	U
chr18	81800	82000	U	U	U	U
chr18	82200	82400	U	U	U	U
chr18	82400	82600	U	U	U	U
chr18	83000	83200	B	B	U	U
chr18	83400	83600	U	U	U	U
chr18	83600	83800	U	U	U	U
chr18	84000	84200	U	U	U	U
chr18	84400	84600	U	U	U	U
chr18	84600	84800	U	U	U	U
chr18	85600	85800	U	U	U	U
chr18	85800	86000	U	U	U	U
chr18	86000	86200	U	U	U	U
chr18	86200	86400	U	U	U	U
chr18	86400	86600	U	U	U	U
chr18	86600	86800	U	U	U	U
chr18	88000	88200	U	U	U	U
chr18	88200	88400	U	U	U	U
chr18	88400	88600	U	U	U	U
chr18	88600	88800	U	U	U	U
chr18	89200	89400	U	U	U	U
chr18	89400	89600	U	U	U	U
chr18	94000	94200	U	U	U	U
chr18	94200	94400	U	U	U	U
chr18	95200	95400	U	U	U	U
chr18	95600	95800	U	U	U	U
chr18	95800	96000	U	U	U	U
chr18	96000	96200	U	U	U	U
chr18	96200	96400	U	U	U	U
chr18	99400	99600	U	U	U	U
chr18	99600	99800	U	U	U	U
chr18	99800	100000	U	U	U	U
chr18	101000	101200	U	U	U	U
chr18	101200	101400	U	U	U	U
chr18	101400	101600	U	U	U	U
chr18	101600	101800	U	U	U	U
chr18	101800	102000	U	U	U	U
chr18	102200	102400	U	U	U	U
chr18	102400	102600	U	U	U	U
chr18	102600	102800	U	U	U	U
chr18	102800	103000	U	U	U	U
chr18	103000	103200	U	U	U	U
chr18	113600	113800	U	U	U	U
chr18	116800	117000	U	U	U	U
chr18	117000	117200	U	U	U	U
chr18	117200	117400	U	U	U	U
chr18	118000	118200	U	U	U	U
chr18	118200	118400	U	U	U	U
chr18	118400	118600	U	U	U	U
chr18	118600	118800	U	U	U	U
chr18	120200	120400	U	U	U	U
chr18	120400	120600	U	U	U	U
chr18	120600	120800	B	U	U	U
chr18	120800	121000	B	U	U	U
