chr	start	end	ATAC	CTCF	REST	EP300
chr22	10510000	10510200	U	U	U	U
chr22	10510600	10510800	U	U	U	U
chr22	10510800	10511000	U	U	U	U
chr22	10517600	10517800	U	U	U	U
chr22	10517800	10518000	U	U	U	U
chr22	10518000	10518200	U	U	U	U
chr22	10518200	10518400	U	U	U	U
chr22	10518400	10518600	U	U	U	U
chr22	10519200	10519400	U	U	U	U
chr22	10519400	10519600	U	U	U	U
chr22	10521200	10521400	U	U	U	U
chr22	10521400	10521600	U	U	U	U
chr22	10521600	10521800	U	U	U	U
chr22	10521800	10522000	U	U	U	U
chr22	10522000	10522200	U	U	U	U
chr22	10523000	10523200	U	U	U	U
chr22	10523200	10523400	U	U	U	U
chr22	10523400	10523600	U	U	U	U
chr22	10524200	10524400	U	U	U	U
chr22	10524400	10524600	U	U	U	U
chr22	10524600	10524800	U	U	U	U
chr22	10524800	10525000	U	U	U	U
chr22	10525000	10525200	U	U	U	U
chr22	10525200	10525400	U	U	U	U
chr22	10527400	10527600	U	U	U	U
chr22	10527600	10527800	U	U	U	U
chr22	10528200	10528400	U	U	U	U
chr22	10529200	10529400	U	U	U	U
chr22	10529600	10529800	U	U	U	U
chr22	10529800	10530000	U	U	U	U
chr22	10530000	10530200	U	U	U	U
chr22	10530200	10530400	U	U	U	U
chr22	10532400	10532600	U	U	U	U
chr22	10532600	10532800	U	U	U	U
chr22	10532800	10533000	U	U	U	U
chr22	10533000	10533200	U	U	U	U
chr22	10533200	10533400	U	U	U	U
chr22	10533400	10533600	U	U	U	U
chr22	10533600	10533800	U	U	U	U
chr22	10537600	10537800	U	U	U	U
chr22	10537800	10538000	U	U	U	U
chr22	10538000	10538200	U	U	U	U
chr22	10538600	10538800	U	U	U	U
chr22	10538800	10539000	U	U	U	U
chr22	10539000	10539200	U	U	U	U
chr22	10539200	10539400	U	U	U	U
chr22	10539400	10539600	U	U	U	U
chr22	10539600	10539800	U	U	U	U
chr22	10539800	10540000	U	U	U	U
chr22	10540000	10540200	U	U	U	U
chr22	10540200	10540400	U	U	U	U
chr22	10540400	10540600	U	U	U	U
chr22	10540600	10540800	U	U	U	U
chr22	10540800	10541000	U	U	U	U
chr22	10541000	10541200	U	U	U	U
chr22	10541200	10541400	U	U	U	U
chr22	10541400	10541600	U	U	U	U
chr22	10541600	10541800	U	U	U	U
chr22	10541800	10542000	U	U	U	U
chr22	10542000	10542200	U	U	U	U
chr22	10542200	10542400	U	U	U	U
chr22	10542800	10543000	U	U	U	U
chr22	10543600	10543800	U	U	U	U
chr22	10543800	10544000	U	U	U	U
chr22	10547600	10547800	U	U	U	U
chr22	10547800	10548000	U	U	U	U
chr22	10548000	10548200	U	U	U	U
chr22	10548200	10548400	U	U	U	U
chr22	10548400	10548600	U	U	U	U
chr22	10548600	10548800	U	U	U	U
chr22	10550200	10550400	U	U	U	U
chr22	10550400	10550600	U	U	U	U
chr22	10550600	10550800	U	U	U	U
chr22	10550800	10551000	U	U	U	U
chr22	10551000	10551200	U	U	U	U
chr22	10551200	10551400	U	U	U	U
chr22	10552600	10552800	U	U	U	U
chr22	10552800	10553000	U	U	U	U
chr22	10553000	10553200	U	U	U	U
chr22	10555000	10555200	U	U	U	U
chr22	10555200	10555400	U	U	U	U
chr22	10555400	10555600	U	U	U	U
chr22	10555800	10556000	U	U	U	U
chr22	10556000	10556200	U	U	U	U
chr22	10558000	10558200	U	U	U	U
chr22	10558200	10558400	U	U	U	U
chr22	10558400	10558600	U	U	U	U
chr22	10558600	10558800	U	U	U	U
chr22	10558800	10559000	U	U	U	U
chr22	10559400	10559600	U	U	U	U
chr22	10559600	10559800	U	U	U	U
chr22	10559800	10560000	U	U	U	U
chr22	10560000	10560200	U	U	U	U
chr22	10569200	10569400	U	U	U	U
chr22	10569400	10569600	U	U	U	U
chr22	10569600	10569800	U	U	U	U
chr22	10570200	10570400	U	U	U	U
chr22	10570800	10571000	U	U	U	U
chr22	10571000	10571200	U	U	U	U
chr22	10571200	10571400	U	U	U	U
chr22	10573000	10573200	U	U	U	U
chr22	10573400	10573600	U	U	U	U
chr22	10573600	10573800	U	U	U	U
chr22	10573800	10574000	U	U	U	U
chr22	10574000	10574200	U	U	U	U
chr22	10574200	10574400	U	U	U	U
chr22	10576000	10576200	U	U	U	U
chr22	10576400	10576600	U	U	U	U
chr22	10577200	10577400	U	U	U	U
chr22	10578600	10578800	U	U	U	U
chr22	10579400	10579600	U	U	U	U
chr22	10579600	10579800	U	U	U	U
chr22	10579800	10580000	U	U	U	U
chr22	10580000	10580200	U	U	U	U
chr22	10580200	10580400	U	U	U	U
chr22	10580600	10580800	U	U	U	U
chr22	10582000	10582200	U	U	U	U
chr22	10582800	10583000	U	U	U	U
chr22	10583000	10583200	U	U	U	U
chr22	10583200	10583400	U	U	U	U
chr22	10583400	10583600	U	U	U	U
chr22	10583600	10583800	U	U	U	U
chr22	10583800	10584000	U	U	U	U
chr22	10584000	10584200	U	U	U	U
chr22	10584200	10584400	U	U	U	U
chr22	10588400	10588600	U	U	U	U
chr22	10588600	10588800	U	U	U	U
chr22	10588800	10589000	U	U	U	U
chr22	10589000	10589200	U	U	U	U
chr22	10589200	10589400	U	U	U	U
chr22	10590200	10590400	U	U	U	U
chr22	10590800	10591000	U	U	U	U
chr22	10591000	10591200	U	U	U	U
chr22	10591200	10591400	U	U	U	U
chr22	10591400	10591600	U	U	U	U
chr22	10591600	10591800	U	U	U	U
chr22	10591800	10592000	U	U	U	U
chr22	10596200	10596400	U	U	U	U
chr22	10596400	10596600	U	U	U	U
chr22	10596600	10596800	U	U	U	U
chr22	10596800	10597000	U	U	U	U
chr22	10599800	10600000	U	U	U	U
chr22	10600400	10600600	U	U	U	U
chr22	10600600	10600800	U	U	U	U
chr22	10601200	10601400	U	U	U	U
chr22	10601600	10601800	U	U	U	U
chr22	10601800	10602000	U	U	U	U
chr22	10603000	10603200	U	U	U	U
chr22	10603600	10603800	U	U	U	U
chr22	10603800	10604000	U	U	U	U
chr22	10605400	10605600	U	U	U	U
chr22	10606200	10606400	U	U	U	U
chr22	10606400	10606600	U	U	U	U
chr22	10606600	10606800	U	U	U	U
chr22	10606800	10607000	U	U	U	U
chr22	10607000	10607200	U	U	U	U
chr22	10607200	10607400	U	U	U	U
chr22	10607400	10607600	U	U	U	U
chr22	10607600	10607800	U	U	U	U
chr22	10608800	10609000	U	U	U	U
chr22	10609000	10609200	U	U	U	U
chr22	10609200	10609400	U	U	U	U
chr22	10611200	10611400	U	U	U	U
chr22	10611400	10611600	U	U	U	U
chr22	10611600	10611800	U	U	U	U
chr22	10611800	10612000	U	U	U	U
chr22	10612000	10612200	U	U	U	U
chr22	10612800	10613000	U	U	U	U
chr22	10613000	10613200	U	U	U	U
chr22	10613800	10614000	U	U	U	U
chr22	10614000	10614200	U	U	U	U
chr22	10614600	10614800	U	U	U	U
chr22	10614800	10615000	U	U	U	U
chr22	10615000	10615200	U	U	U	U
chr22	10615600	10615800	U	U	U	U
chr22	10615800	10616000	U	U	U	U
chr22	10616000	10616200	U	U	U	U
chr22	10616200	10616400	U	U	U	U
chr22	10619600	10619800	U	U	U	U
chr22	10619800	10620000	U	U	U	U
chr22	10620200	10620400	U	U	U	U
chr22	10620400	10620600	U	U	U	U
chr22	10620600	10620800	U	U	U	U
chr22	10620800	10621000	U	U	U	U
chr22	10621000	10621200	U	U	U	U
chr22	10621200	10621400	U	U	U	U
chr22	10621400	10621600	U	U	U	U
chr22	10622200	10622400	U	U	U	U
chr22	10623800	10624000	U	U	U	U
chr22	10624000	10624200	U	U	U	U
chr22	10624600	10624800	U	U	U	U
chr22	10624800	10625000	U	U	U	U
chr22	10625000	10625200	U	U	U	U
chr22	10625200	10625400	U	U	U	U
chr22	10625400	10625600	U	U	U	U
chr22	10625600	10625800	U	U	U	U
chr22	10625800	10626000	U	U	U	U
chr22	10626000	10626200	U	U	U	U
chr22	10626200	10626400	U	U	U	U
chr22	10626800	10627000	U	U	U	U
chr22	10627000	10627200	U	U	U	U
chr22	10627200	10627400	U	U	U	U
chr22	10627400	10627600	U	U	U	U
chr22	10627800	10628000	U	U	U	U
chr22	10628200	10628400	U	U	U	U
chr22	10628400	10628600	U	U	U	U
chr22	10631600	10631800	U	U	U	U
chr22	10632600	10632800	U	U	U	U
chr22	10638200	10638400	U	U	U	U
chr22	10642200	10642400	U	U	U	U
chr22	10642400	10642600	U	U	U	U
chr22	10644200	10644400	U	U	U	U
chr22	10645000	10645200	U	U	U	U
chr22	10645800	10646000	U	U	U	U
chr22	10646000	10646200	U	U	U	U
chr22	10646200	10646400	U	U	U	U
chr22	10646400	10646600	U	U	U	U
chr22	10646600	10646800	U	U	U	U
chr22	10646800	10647000	U	U	U	U
chr22	10647000	10647200	U	U	U	U
chr22	10647200	10647400	U	U	U	U
chr22	10647400	10647600	U	U	U	U
chr22	10648000	10648200	U	U	U	U
chr22	10648200	10648400	U	U	U	U
chr22	10649400	10649600	U	U	U	U
chr22	10649600	10649800	U	U	U	U
chr22	10649800	10650000	U	U	U	U
chr22	10650600	10650800	U	U	U	U
chr22	10650800	10651000	U	U	U	U
chr22	10651000	10651200	U	U	U	U
chr22	10651600	10651800	U	U	U	U
chr22	10651800	10652000	U	U	U	U
chr22	10652400	10652600	U	U	U	U
chr22	10652600	10652800	U	U	U	U
chr22	10652800	10653000	U	U	U	U
chr22	10654600	10654800	U	U	U	U
chr22	10654800	10655000	U	U	U	U
chr22	10655000	10655200	U	U	U	U
chr22	10657400	10657600	U	U	U	U
chr22	10657600	10657800	U	U	U	U
chr22	10657800	10658000	U	U	U	U
chr22	10658000	10658200	U	U	U	U
chr22	10659400	10659600	U	U	U	U
